student_index,risk_score,actual_label,rank,feature,shap_value,feature_val,direction
719,0.9939,1,3,Total_Units_Failed,0.536,10.0,risk
720,0.003,0,1,Course,0.4529,14.0,risk
720,0.003,0,2,Displaced,0.1478,1.0,risk
720,0.003,0,3,Curricular units 1st sem (evaluations),0.0855,6.0,risk
721,0.52,1,1,Approval_Rate_Sem2,0.793,0.4,risk
721,0.52,1,2,Age at enrollment,0.3766,41.0,risk
721,0.52,1,3,Course,0.3633,16.0,risk
722,0.0204,0,1,Displaced,0.1323,1.0,risk
722,0.0204,0,2,Course,0.1317,14.0,risk
722,0.0204,0,3,Father's occupation,0.1132,43.0,risk
723,0.3753,1,1,Approval_Rate_Sem2,1.026,0.4,risk
723,0.3753,1,2,Total_Units_Failed,0.686,6.0,risk
723,0.3753,1,3,Approval_Rate_Sem1,0.3348,0.4,risk
724,0.3746,0,1,Approval_Rate_Sem1,0.4059,0.4,risk
724,0.3746,0,2,Age at enrollment,0.3722,24.0,risk
724,0.3746,0,3,Admission grade,0.2923,134.8,risk
725,0.012,0,1,Scholarship holder,0.1246,0.0,risk
725,0.012,0,2,Admission grade,0.1236,129.7,risk
725,0.012,0,3,Father's occupation,0.0729,38.0,risk
726,0.0564,0,1,Admission grade,0.367,131.6,risk
726,0.0564,0,2,Inflation rate,0.2609,0.6,risk
726,0.0564,0,3,Unemployment rate,0.2336,11.1,risk
727,0.007,0,1,Father's occupation,0.501,1.0,risk
727,0.007,0,2,Admission grade,0.1268,125.5,risk
727,0.007,0,3,Scholarship holder,0.1236,0.0,risk
728,0.0296,0,1,Unemployment rate,0.2942,15.5,risk
728,0.0296,0,2,Admission grade,0.1688,127.3,risk
728,0.0296,0,3,Scholarship holder,0.1485,0.0,risk
729,0.0505,0,1,Inflation rate,0.3114,0.6,risk
729,0.0505,0,2,Displaced,0.1818,1.0,risk
729,0.0505,0,3,Gender,0.1717,1.0,risk
730,0.9878,1,1,Tuition fees up to date,2.5542,0.0,risk
730,0.9878,1,2,Age at enrollment,0.6812,43.0,risk
730,0.9878,1,3,Course,0.3778,16.0,risk
731,0.0039,0,1,Previous qualification (grade),0.2558,116.0,risk
731,0.0039,0,2,Curricular units 1st sem (evaluations),0.1445,6.0,risk
731,0.0039,0,3,Application mode,0.1361,4.0,risk
732,0.0185,1,1,Course,0.3974,14.0,risk
732,0.0185,1,2,Father's qualification,0.1962,0.0,risk
732,0.0185,1,3,Unemployment rate,0.128,15.5,risk
733,0.0044,0,1,Course,0.1919,14.0,risk
733,0.0044,0,2,Father's qualification,0.1535,0.0,risk
733,0.0044,0,3,Age at enrollment,0.1387,24.0,risk
734,0.9984,1,1,Tuition fees up to date,2.2079,0.0,risk
734,0.9984,1,2,Approval_Rate_Sem2,0.9112,0.0,risk
734,0.9984,1,3,Total_Units_Failed,0.644,9.0,risk
735,0.0526,0,1,Approval_Rate_Sem2,0.3527,0.7143,risk
735,0.0526,0,2,Age at enrollment,0.3153,26.0,risk
735,0.0526,0,3,Approval_Rate_Trend,0.2882,-0.2857,risk
736,0.2955,1,1,Approval_Rate_Sem2,0.691,0.5,risk
736,0.2955,1,2,Approval_Rate_Trend,0.2646,-0.1667,risk
736,0.2955,1,3,Course,0.2644,14.0,risk
737,0.5578,1,1,Approval_Rate_Sem2,0.9985,0.5556,risk
737,0.5578,1,2,Total_Units_Failed,0.5851,6.0,risk
737,0.5578,1,3,Approval_Rate_Trend,0.4651,-0.1587,risk
738,0.7585,1,1,Tuition fees up to date,2.3937,0.0,risk
738,0.7585,1,2,Approval_Rate_Sem1,0.3809,0.75,risk
738,0.7585,1,3,Father's occupation,0.3063,1.0,risk
739,0.0187,0,1,Age at enrollment,0.3683,27.0,risk
739,0.0187,0,2,Curricular units 1st sem (credited),0.2001,16.0,risk
739,0.0187,0,3,GDP,0.1928,-4.06,risk
740,0.0383,0,1,Course,0.3941,14.0,risk
740,0.0383,0,2,Father's occupation,0.2462,1.0,risk
740,0.0383,0,3,Admission grade,0.2011,135.2,risk
741,0.0387,0,1,Unemployment rate,0.3257,13.9,risk
741,0.0387,0,2,Displaced,0.1775,1.0,risk
741,0.0387,0,3,Previous qualification (grade),0.1689,137.0,risk
742,0.9535,1,1,Approval_Rate_Sem2,1.3788,0.0,risk
742,0.9535,1,2,Total_Units_Failed,0.9052,10.0,risk
742,0.9535,1,3,Curricular units 2nd sem (approved),0.439,0.0,risk
743,0.3179,1,1,Approval_Rate_Sem2,0.7788,0.5,risk
743,0.3179,1,2,Total_Units_Failed,0.6094,7.0,risk
743,0.3179,1,3,Approval_Rate_Sem1,0.3205,0.3333,risk
744,0.0424,0,1,Admission grade,0.3449,131.0,risk
744,0.0424,0,2,Age at enrollment,0.204,44.0,risk
744,0.0424,0,3,Course,0.1855,10.0,risk
745,0.9935,1,1,Approval_Rate_Sem2,1.1745,0.0,risk
745,0.9935,1,2,Mother's occupation,0.6784,0.0,risk
745,0.9935,1,3,Total_Units_Failed,0.6709,8.0,risk
746,0.5797,0,1,Total_Units_Failed,0.8398,6.0,risk
746,0.5797,0,2,Approval_Rate_Sem2,0.6333,0.625,risk
746,0.5797,0,3,Approval_Rate_Sem1,0.3469,0.625,risk
747,0.0053,0,1,Application mode,0.176,4.0,risk
747,0.0053,0,2,Curricular units 1st sem (evaluations),0.1089,8.0,risk
747,0.0053,0,3,Unemployment rate,0.0772,13.9,risk
748,0.1477,0,1,Previous qualification (grade),0.3011,160.0,risk
748,0.1477,0,2,Course,0.2848,15.0,risk
748,0.1477,0,3,Approval_Rate_Sem1,0.1959,0.6667,risk
749,0.0155,0,1,Admission grade,0.3252,129.0,risk
749,0.0155,0,2,Displaced,0.1394,1.0,risk
749,0.0155,0,3,Inflation rate,0.1256,0.5,risk
750,0.9858,1,1,Approval_Rate_Sem2,1.372,0.0,risk
750,0.9858,1,2,Total_Units_Failed,0.8675,7.0,risk
750,0.9858,1,3,Mother's qualification,0.3877,1.0,risk
751,0.053,1,1,Approval_Rate_Sem1,0.2796,0.6667,risk
751,0.053,1,2,Approval_Rate_Sem2,0.2144,0.6667,risk
751,0.053,1,3,Previous qualification,0.1828,9.0,risk
752,0.1096,0,1,Approval_Rate_Sem2,0.2815,0.6667,risk
752,0.1096,0,2,Application mode,0.1675,4.0,risk
752,0.1096,0,3,Scholarship holder,0.1523,0.0,risk
753,0.0064,0,1,Displaced,0.172,1.0,risk
753,0.0064,0,2,Curricular units 1st sem (evaluations),0.162,8.0,risk
753,0.0064,0,3,Previous qualification (grade),0.1605,137.0,risk
754,0.0064,0,1,Displaced,0.1814,1.0,risk
754,0.0064,0,2,Previous qualification (grade),0.1705,158.0,risk
754,0.0064,0,3,Father's occupation,0.1175,43.0,risk
755,0.1677,0,1,Course,0.4493,13.0,risk
755,0.1677,0,2,Approval_Rate_Sem1,0.4333,0.6,risk
755,0.1677,0,3,Previous qualification (grade),0.3031,115.0,risk
756,0.033,0,1,Admission grade,0.1627,130.0,risk
756,0.033,0,2,Scholarship holder,0.153,0.0,risk
756,0.033,0,3,Unemployment rate,0.1236,12.4,risk
757,0.888,1,1,Approval_Rate_Sem2,1.1093,0.4,risk
757,0.888,1,2,Age at enrollment,0.5292,31.0,risk
757,0.888,1,3,Approval_Rate_Sem1,0.3827,0.6,risk
758,0.0286,0,1,Admission grade,0.2851,128.0,risk
758,0.0286,0,2,Mother's occupation,0.2644,28.0,risk
758,0.0286,0,3,Scholarship holder,0.1725,0.0,risk
759,0.9984,1,1,Approval_Rate_Sem2,1.5203,0.0,risk
759,0.9984,1,2,Total_Units_Failed,1.393,12.0,risk
759,0.9984,1,3,Curricular units 2nd sem (evaluations),0.6754,0.0,risk
760,0.0061,0,1,Course,0.3278,14.0,risk
760,0.0061,0,2,Scholarship holder,0.1452,0.0,risk
760,0.0061,0,3,Admission grade,0.1389,125.3,risk
761,0.0193,0,1,Application mode,0.3505,1.0,risk
761,0.0193,0,2,Mother's qualification,0.1748,17.0,risk
761,0.0193,0,3,Admission grade,0.1695,134.0,risk
762,0.0014,0,1,Unemployment rate,0.1613,11.1,risk
762,0.0014,0,2,Inflation rate,0.154,0.6,risk
762,0.0014,0,3,Scholarship holder,0.0984,0.0,risk
763,0.0037,0,1,GDP,0.1439,-1.7,risk
763,0.0037,0,2,Unemployment rate,0.0966,12.7,risk
763,0.0037,0,3,Application mode,0.0718,4.0,risk
764,0.0415,0,1,Inflation rate,0.2886,0.6,risk
764,0.0415,0,2,Unemployment rate,0.2302,11.1,risk
764,0.0415,0,3,Grade_Drop,0.1836,-0.2,risk
765,0.1247,0,1,Approval_Rate_Sem2,0.4875,0.6,risk
765,0.1247,0,2,Approval_Rate_Trend,0.41,-0.2,risk
765,0.1247,0,3,Mother's qualification,0.2259,18.0,risk
766,0.0712,0,1,Course,0.5378,16.0,risk
766,0.0712,0,2,Approval_Rate_Trend,0.5308,-0.1,risk
766,0.0712,0,3,Age at enrollment,0.5276,30.0,risk
767,0.9819,1,1,Approval_Rate_Sem2,1.4329,0.0,risk
767,0.9819,1,2,Total_Units_Failed,1.0363,12.0,risk
767,0.9819,1,3,Curricular units 2nd sem (approved),0.3745,0.0,risk
768,0.9942,1,1,Tuition fees up to date,2.3762,0.0,risk
768,0.9942,1,2,Approval_Rate_Sem2,0.9202,0.4286,risk
768,0.9942,1,3,Age at enrollment,0.439,46.0,risk
769,0.4375,0,1,Approval_Rate_Sem1,0.5744,0.75,risk
769,0.4375,0,2,Approval_Rate_Sem2,0.4731,0.75,risk
769,0.4375,0,3,Curricular units 1st sem (without evaluations),0.3868,1.0,risk
770,0.996,1,1,Approval_Rate_Sem2,1.4626,0.0,risk
770,0.996,1,2,Total_Units_Failed,1.1299,12.0,risk
770,0.996,1,3,Curricular units 2nd sem (evaluations),0.7744,0.0,risk
771,0.0065,0,1,Admission grade,0.4158,142.2,risk
771,0.0065,0,2,Displaced,0.1791,1.0,risk
771,0.0065,0,3,Curricular units 1st sem (evaluations),0.076,6.0,risk
772,0.9931,1,1,Approval_Rate_Sem2,1.4371,0.0,risk
772,0.9931,1,2,Total_Units_Failed,1.2562,10.0,risk
772,0.9931,1,3,Curricular units 2nd sem (evaluations),0.7104,0.0,risk
773,0.5554,1,1,Approval_Rate_Sem2,0.9544,0.0,risk
773,0.5554,1,2,Curricular units 2nd sem (approved),0.4294,0.0,risk
773,0.5554,1,3,Approval_Rate_Sem1,0.3359,0.0,risk
774,0.0612,0,1,Course,0.5639,15.0,risk
774,0.0612,0,2,Previous qualification (grade),0.201,118.0,risk
774,0.0612,0,3,Application mode,0.1834,4.0,risk
775,0.1124,0,1,Course,0.6138,13.0,risk
775,0.1124,0,2,Inflation rate,0.28,0.6,risk
775,0.1124,0,3,Unemployment rate,0.1892,11.1,risk
776,0.0967,0,1,Approval_Rate_Sem2,0.4184,0.6667,risk
776,0.0967,0,2,Application mode,0.2397,5.0,risk
776,0.0967,0,3,Curricular units 1st sem (evaluations),0.158,8.0,risk
777,0.0933,0,1,Approval_Rate_Sem1,0.2412,0.6,risk
777,0.0933,0,2,Scholarship holder,0.1825,0.0,risk
777,0.0933,0,3,Curricular units 1st sem (without evaluations),0.1761,2.0,risk
778,0.6322,0,1,Course,0.6041,13.0,risk
778,0.6322,0,2,Approval_Rate_Sem1,0.4069,0.6667,risk
778,0.6322,0,3,Approval_Rate_Sem2,0.2813,0.6667,risk
779,0.9767,1,1,Approval_Rate_Sem2,1.4597,0.1667,risk
779,0.9767,1,2,Total_Units_Failed,0.9785,8.0,risk
779,0.9767,1,3,Approval_Rate_Sem1,0.415,0.5,risk
780,0.9988,1,1,Tuition fees up to date,1.7617,0.0,risk
780,0.9988,1,2,Approval_Rate_Sem2,1.0698,0.0,risk
780,0.9988,1,3,Total_Units_Failed,1.0222,12.0,risk
781,0.1704,0,1,Course,0.4793,16.0,risk
781,0.1704,0,2,Age at enrollment,0.3318,25.0,risk
781,0.1704,0,3,Curricular units 2nd sem (grade),0.1737,11.0,risk
782,0.6715,1,1,Approval_Rate_Sem2,0.8648,0.5,risk
782,0.6715,1,2,Approval_Rate_Sem1,0.301,0.6667,risk
782,0.6715,1,3,Course,0.2642,10.0,risk
783,0.2767,0,1,Approval_Rate_Sem1,0.4161,0.5,risk
783,0.2767,0,2,Approval_Rate_Sem2,0.4114,0.6667,risk
783,0.2767,0,3,Avg_Grade,0.2296,11.5833,risk
784,0.0463,0,1,Mother's qualification,0.3486,17.0,risk
784,0.0463,0,2,Father's occupation,0.1696,37.0,risk
784,0.0463,0,3,Approval_Rate_Trend,0.1615,-0.1667,risk
785,0.021,0,1,Inflation rate,0.2044,0.3,risk
785,0.021,0,2,GDP,0.1877,-0.92,risk
785,0.021,0,3,Scholarship holder,0.1842,0.0,risk
786,0.9776,1,1,Tuition fees up to date,2.453,0.0,risk
786,0.9776,1,2,Approval_Rate_Sem2,0.6304,0.5,risk
786,0.9776,1,3,Total_Units_Failed,0.4533,6.0,risk
787,0.0084,0,1,Mother's qualification,0.2649,14.0,risk
787,0.0084,0,2,Age at enrollment,0.2631,29.0,risk
787,0.0084,0,3,Admission grade,0.2355,131.9,risk
788,0.0248,1,1,Age at enrollment,0.4834,30.0,risk
788,0.0248,1,2,Curricular units 2nd sem (evaluations),0.1407,5.0,risk
788,0.0248,1,3,Previous qualification,0.132,7.0,risk
789,0.0559,0,1,Course,0.5889,14.0,risk
789,0.0559,0,2,Admission grade,0.446,134.2,risk
789,0.0559,0,3,Unemployment rate,0.261,11.1,risk
790,0.9976,1,1,Approval_Rate_Sem2,1.3908,0.0,risk
790,0.9976,1,2,Total_Units_Failed,1.2981,12.0,risk
790,0.9976,1,3,Curricular units 2nd sem (evaluations),0.8185,0.0,risk
791,0.055,0,1,Application mode,0.1589,4.0,risk
791,0.055,0,2,Approval_Rate_Trend,0.1085,-0.2,risk
791,0.055,0,3,Admission grade,0.0958,119.8,risk
792,0.0293,0,1,Admission grade,0.4155,134.2,risk
792,0.0293,0,2,Inflation rate,0.2957,0.6,risk
792,0.0293,0,3,Displaced,0.2393,1.0,risk
793,0.021,0,1,Mother's occupation,0.2242,23.0,risk
793,0.021,0,2,Unemployment rate,0.1388,12.7,risk
793,0.021,0,3,Course,0.1293,14.0,risk
794,0.0318,0,1,Approval_Rate_Sem1,0.3075,0.6,risk
794,0.0318,0,2,Scholarship holder,0.1511,0.0,risk
794,0.0318,0,3,Avg_Grade,0.099,11.1333,risk
795,0.3211,1,1,Approval_Rate_Sem2,0.8616,0.5,risk
795,0.3211,1,2,Course,0.3713,7.0,risk
795,0.3211,1,3,Approval_Rate_Trend,0.3462,-0.3333,risk
796,0.8838,0,1,Approval_Rate_Sem2,1.0721,0.3333,risk
796,0.8838,0,2,Total_Units_Failed,0.9398,15.0,risk
796,0.8838,0,3,Age at enrollment,0.6213,53.0,risk
797,0.9907,1,1,Approval_Rate_Sem2,1.2905,0.0,risk
797,0.9907,1,2,Total_Units_Failed,0.8281,9.0,risk
797,0.9907,1,3,Curricular units 2nd sem (evaluations),0.6778,0.0,risk
798,0.0057,0,1,Application mode,0.1852,5.0,risk
798,0.0057,0,2,Mother's qualification,0.1626,17.0,risk
798,0.0057,0,3,Curricular units 1st sem (evaluations),0.1316,8.0,risk
799,0.937,1,1,Approval_Rate_Sem2,1.3351,0.0,risk
799,0.937,1,2,Total_Units_Failed,0.985,10.0,risk
799,0.937,1,3,Curricular units 2nd sem (approved),0.4652,0.0,risk
800,0.0066,0,1,Application mode,0.1403,5.0,risk
800,0.0066,0,2,Curricular units 1st sem (evaluations),0.1119,8.0,risk
800,0.0066,0,3,Mother's qualification,0.0979,17.0,risk
801,0.8003,1,1,Approval_Rate_Sem2,1.0472,0.3333,risk
801,0.8003,1,2,Total_Units_Failed,0.8031,15.0,risk
801,0.8003,1,3,Approval_Rate_Trend,0.503,-0.0833,risk
802,0.2661,1,1,Approval_Rate_Sem2,0.917,0.3333,risk
802,0.2661,1,2,Total_Units_Failed,0.5073,6.0,risk
802,0.2661,1,3,Approval_Rate_Trend,0.3637,-0.3333,risk
803,0.0212,0,1,Father's qualification,0.1961,0.0,risk
803,0.0212,0,2,Curricular units 1st sem (evaluations),0.1306,7.0,risk
803,0.0212,0,3,Displaced,0.1253,1.0,risk
804,0.4039,1,1,Course,0.4497,15.0,risk
804,0.4039,1,2,Approval_Rate_Sem2,0.2988,0.6667,risk
804,0.4039,1,3,Approval_Rate_Sem1,0.2651,0.6667,risk
805,0.0059,0,1,Mother's occupation,0.2478,27.0,risk
805,0.0059,0,2,Unemployment rate,0.1519,12.4,risk
805,0.0059,0,3,Scholarship holder,0.1129,0.0,risk
806,0.0053,0,1,Unemployment rate,0.1663,15.5,risk
806,0.0053,0,2,Scholarship holder,0.1217,0.0,risk
806,0.0053,0,3,Father's qualification,0.0526,15.0,risk
807,0.9728,1,1,Tuition fees up to date,2.1008,0.0,risk
807,0.9728,1,2,Approval_Rate_Sem2,0.8079,0.5,risk
807,0.9728,1,3,Age at enrollment,0.6378,29.0,risk
808,0.3386,0,1,Tuition fees up to date,2.2296,0.0,risk
808,0.3386,0,2,Approval_Rate_Trend,0.4347,-0.1429,risk
808,0.3386,0,3,Age at enrollment,0.4023,33.0,risk
809,0.9969,1,1,Approval_Rate_Sem2,1.2633,0.0,risk
809,0.9969,1,2,Total_Units_Failed,1.2623,12.0,risk
809,0.9969,1,3,Curricular units 2nd sem (evaluations),0.8363,0.0,risk
810,0.0054,0,1,Admission grade,0.1087,132.9,risk
810,0.0054,0,2,Approval_Rate_Trend,0.1071,-0.1667,risk
810,0.0054,0,3,Curricular units 2nd sem (evaluations),0.0768,6.0,risk
811,0.9103,1,1,Approval_Rate_Sem2,1.2592,0.0,risk
811,0.9103,1,2,Total_Units_Failed,0.8184,10.0,risk
811,0.9103,1,3,Curricular units 2nd sem (approved),0.4537,0.0,risk
812,0.0101,0,1,Admission grade,0.2536,130.5,risk
812,0.0101,0,2,Scholarship holder,0.1575,0.0,risk
812,0.0101,0,3,Curricular units 1st sem (evaluations),0.1067,8.0,risk
813,0.11,0,1,Approval_Rate_Sem2,0.3132,0.6667,risk
813,0.11,0,2,GDP,0.2998,-0.92,risk
813,0.11,0,3,Approval_Rate_Sem1,0.2881,0.5,risk
814,0.1124,0,1,Admission grade,0.4329,134.9,risk
814,0.1124,0,2,Mother's occupation,0.3074,23.0,risk
814,0.1124,0,3,Scholarship holder,0.1715,0.0,risk
815,0.0315,0,1,Mother's occupation,0.9883,0.0,risk
815,0.0315,0,2,Father's occupation,0.7683,0.0,risk
815,0.0315,0,3,Mother's qualification,0.3928,14.0,risk
816,0.0139,0,1,Admission grade,0.3165,128.6,risk
816,0.0139,0,2,Father's qualification,0.2236,0.0,risk
816,0.0139,0,3,Unemployment rate,0.1901,12.4,risk
817,0.9938,1,1,Tuition fees up to date,2.8894,0.0,risk
817,0.9938,1,2,GDP,0.6302,-3.12,risk
817,0.9938,1,3,Financial_Risk_Score,0.5207,1.0,risk
818,0.0026,0,1,Scholarship holder,0.1598,0.0,risk
818,0.0026,0,2,Unemployment rate,0.1225,12.7,risk
818,0.0026,0,3,Application mode,0.1022,4.0,risk
819,0.0601,1,1,Course,0.5171,13.0,risk
819,0.0601,1,2,Curricular units 2nd sem (grade),0.249,11.0,risk
819,0.0601,1,3,Mother's occupation,0.1755,27.0,risk
820,0.0028,0,1,Admission grade,0.1762,128.5,risk
820,0.0028,0,2,Course,0.1397,12.0,risk
820,0.0028,0,3,Unemployment rate,0.1092,12.7,risk
821,0.0153,0,1,Application mode,0.195,4.0,risk
821,0.0153,0,2,Approval_Rate_Trend,0.1339,-0.1667,risk
821,0.0153,0,3,Unemployment rate,0.1115,15.5,risk
822,0.997,1,1,Tuition fees up to date,2.1605,0.0,risk
822,0.997,1,2,Approval_Rate_Sem2,0.9509,0.0,risk
822,0.997,1,3,Total_Units_Failed,0.5877,10.0,risk
823,0.3108,1,1,Approval_Rate_Sem2,0.9005,0.0,risk
823,0.3108,1,2,Curricular units 2nd sem (approved),0.3776,0.0,risk
823,0.3108,1,3,Approval_Rate_Sem1,0.2707,0.0,risk
824,0.0044,0,1,Scholarship holder,0.1274,0.0,risk
824,0.0044,0,2,Unemployment rate,0.1101,11.1,risk
824,0.0044,0,3,Inflation rate,0.092,0.6,risk
825,0.0054,0,1,Displaced,0.1186,1.0,risk
825,0.0054,0,2,Application mode,0.0953,4.0,risk
825,0.0054,0,3,Curricular units 1st sem (evaluations),0.0495,7.0,risk
826,0.0094,0,1,Unemployment rate,0.1824,15.5,risk
826,0.0094,0,2,Scholarship holder,0.1121,0.0,risk
826,0.0094,0,3,Total_Evaluations,0.1075,18.0,risk
827,0.1431,0,1,Age at enrollment,0.646,51.0,risk
827,0.1431,0,2,Course,0.6092,13.0,risk
827,0.1431,0,3,Application mode,0.1674,9.0,risk
828,0.0644,0,1,Inflation rate,0.4355,0.6,risk
828,0.0644,0,2,Approval_Rate_Sem2,0.3136,0.6667,risk
828,0.0644,0,3,Approval_Rate_Trend,0.2533,-0.3333,risk
829,0.0351,0,1,Previous qualification (grade),0.1291,151.0,risk
829,0.0351,0,2,Scholarship holder,0.1275,0.0,risk
829,0.0351,0,3,Admission grade,0.1189,138.4,risk
830,0.949,1,1,Approval_Rate_Sem2,1.4352,0.0,risk
830,0.949,1,2,Total_Units_Failed,1.0494,10.0,risk
830,0.949,1,3,Curricular units 2nd sem (approved),0.5131,0.0,risk
831,0.0073,0,1,Unemployment rate,0.2287,13.9,risk
831,0.0073,0,2,Previous qualification (grade),0.1703,110.0,risk
831,0.0073,0,3,Enrollment_Drop,0.149,3.0,risk
832,0.0151,0,1,Previous qualification (grade),0.2218,119.0,risk
832,0.0151,0,2,Displaced,0.101,1.0,risk
832,0.0151,0,3,Curricular units 1st sem (evaluations),0.0869,6.0,risk
833,0.4542,0,1,Total_Units_Failed,0.7333,7.0,risk
833,0.4542,0,2,Approval_Rate_Trend,0.4105,-0.1202,risk
833,0.4542,0,3,Approval_Rate_Sem2,0.3865,0.6923,risk
834,0.0058,0,1,Course,0.3139,12.0,risk
834,0.0058,0,2,Curricular units 2nd sem (grade),0.1808,11.55,risk
834,0.0058,0,3,Unemployment rate,0.1661,12.7,risk
835,0.3081,1,1,Course,0.5934,15.0,risk
835,0.3081,1,2,Curricular units 2nd sem (grade),0.3011,10.8,risk
835,0.3081,1,3,Grade_Drop,0.2916,1.2,risk
836,0.8887,1,1,Approval_Rate_Sem2,1.4152,0.0,risk
836,0.8887,1,2,Total_Units_Failed,0.9736,8.0,risk
836,0.8887,1,3,Grade_Drop,0.75,13.2,risk
837,0.0407,0,1,Age at enrollment,0.6934,28.0,risk
837,0.0407,0,2,Scholarship holder,0.1807,0.0,risk
837,0.0407,0,3,Total_Evaluations,0.169,18.0,risk
838,0.6538,1,1,Approval_Rate_Sem2,0.9677,0.5,risk
838,0.6538,1,2,Total_Units_Failed,0.7017,8.0,risk
838,0.6538,1,3,Approval_Rate_Sem1,0.4306,0.5,risk
839,0.1237,0,1,Tuition fees up to date,1.9897,0.0,risk
839,0.1237,0,2,Father's occupation,0.1979,43.0,risk
839,0.1237,0,3,Financial_Risk_Score,0.1962,1.0,risk
840,0.027,0,1,Age at enrollment,0.6031,28.0,risk
840,0.027,0,2,Course,0.3545,16.0,risk
840,0.027,0,3,Application mode,0.1534,9.0,risk
841,0.0351,0,1,Admission grade,0.1352,129.3,risk
841,0.0351,0,2,Scholarship holder,0.1303,0.0,risk
841,0.0351,0,3,Displaced,0.1053,1.0,risk
842,0.7798,1,1,Approval_Rate_Sem2,0.7516,0.5,risk
842,0.7798,1,2,Course,0.4538,15.0,risk
842,0.7798,1,3,Avg_Grade,0.3344,11.2917,risk
843,0.755,0,1,Course,0.4464,16.0,risk
843,0.755,0,2,Age at enrollment,0.4172,25.0,risk
843,0.755,0,3,Approval_Rate_Sem2,0.3672,0.6,risk
844,0.1277,0,1,Father's occupation,0.3902,1.0,risk
844,0.1277,0,2,Mother's qualification,0.3073,20.0,risk
844,0.1277,0,3,Curricular units 1st sem (without evaluations),0.1846,1.0,risk
845,0.01,0,1,Unemployment rate,0.2524,15.5,risk
845,0.01,0,2,Admission grade,0.1661,131.9,risk
845,0.01,0,3,Curricular units 1st sem (evaluations),0.1553,8.0,risk
846,0.0211,0,1,Approval_Rate_Sem1,0.2905,0.6667,risk
846,0.0211,0,2,Application mode,0.277,3.0,risk
846,0.0211,0,3,Curricular units 1st sem (evaluations),0.1785,8.0,risk
847,0.963,1,1,Tuition fees up to date,1.991,0.0,risk
847,0.963,1,2,Approval_Rate_Sem2,0.6491,0.3333,risk
847,0.963,1,3,Total_Units_Failed,0.5484,8.0,risk
848,0.6767,1,1,Total_Units_Failed,0.59,7.0,risk
848,0.6767,1,2,Approval_Rate_Sem2,0.4036,0.6667,risk
848,0.6767,1,3,Grade_Drop,0.3335,3.75,risk
849,0.0643,0,1,Course,0.5481,16.0,risk
849,0.0643,0,2,Age at enrollment,0.4403,49.0,risk
849,0.0643,0,3,Previous qualification (grade),0.2644,110.0,risk
850,0.0118,0,1,GDP,0.1902,-0.92,risk
850,0.0118,0,2,Scholarship holder,0.1618,0.0,risk
850,0.0118,0,3,Father's occupation,0.0896,37.0,risk
851,0.0272,0,1,Admission grade,0.282,129.9,risk
851,0.0272,0,2,Previous qualification (grade),0.2049,126.0,risk
851,0.0272,0,3,Enrollment_Drop,0.1273,1.0,risk
852,0.031,0,1,Course,0.2814,6.0,risk
852,0.031,0,2,Inflation rate,0.1773,0.6,risk
852,0.031,0,3,Unemployment rate,0.1606,11.1,risk
853,0.0168,0,1,Admission grade,0.4938,135.8,risk
853,0.0168,0,2,Mother's qualification,0.3549,14.0,risk
853,0.0168,0,3,Displaced,0.1532,1.0,risk
854,0.9989,1,1,Tuition fees up to date,2.5812,0.0,risk
854,0.9989,1,2,Approval_Rate_Sem2,1.0135,0.1429,risk
854,0.9989,1,3,Total_Units_Failed,0.8867,12.0,risk
855,0.013,0,1,Course,0.4592,14.0,risk
855,0.013,0,2,Application mode,0.1059,4.0,risk
855,0.013,0,3,Admission grade,0.1037,121.8,risk
856,0.0166,0,1,Course,0.1797,11.0,risk
856,0.0166,0,2,Scholarship holder,0.1507,0.0,risk
856,0.0166,0,3,Curricular units 1st sem (evaluations),0.1362,8.0,risk
857,0.9949,1,1,Total_Units_Failed,1.5167,15.0,risk
857,0.9949,1,2,Approval_Rate_Sem2,1.4407,0.0,risk
857,0.9949,1,3,Curricular units 2nd sem (evaluations),0.8233,0.0,risk
858,0.0488,0,1,Financial_Risk_Score,0.3767,1.0,risk
858,0.0488,0,2,Debtor,0.3715,1.0,risk
858,0.0488,0,3,GDP,0.146,-0.92,risk
859,0.0181,0,1,Course,0.6871,14.0,risk
859,0.0181,0,2,Admission grade,0.3472,133.9,risk
859,0.0181,0,3,Unemployment rate,0.0728,10.8,risk
860,0.9992,1,1,Tuition fees up to date,1.9861,0.0,risk
860,0.9992,1,2,Approval_Rate_Sem2,1.0511,0.0,risk
860,0.9992,1,3,Total_Units_Failed,0.7443,15.0,risk
861,0.1059,0,1,Father's occupation,0.5214,1.0,risk
861,0.1059,0,2,Admission grade,0.2984,129.3,risk
861,0.1059,0,3,Mother's occupation,0.1558,22.0,risk
862,0.9838,1,1,Approval_Rate_Sem2,1.1595,0.0,risk
862,0.9838,1,2,Total_Units_Failed,0.7491,10.0,risk
862,0.9838,1,3,Curricular units 2nd sem (approved),0.3594,0.0,risk
863,0.474,0,1,Approval_Rate_Sem2,1.1314,0.1667,risk
863,0.474,0,2,Total_Units_Failed,0.7642,10.0,risk
863,0.474,0,3,Curricular units 2nd sem (approved),0.3567,1.0,risk
864,0.9273,1,1,Approval_Rate_Sem2,0.8952,0.4,risk
